chapter_id,title,chars,pair_index,pair_pos,hook_type,hook_tail_quote,reward_signals
CH0281,第281章 注定的毁灭（十一）,3333,141,1,crisis,透下，狼头双眼中的神光迅速暗淡下来，逐渐涣散消失。 一团紫黑色火焰顷刻间在巨狼身上燃烧起来，照亮周围一小块的黑暗区域。 “这个量？？”忽然路胜微微一愣，感觉到一股精纯无比的特殊魔气涌入体内。 这一股魔气的总量，超过了他预计不少，差不多有他现在体内总量的百分之一。 “怎么会这么多？” 他松开巨狼尸体，任由其化为一摊黑灰。,突破 提升 推演 强化 第 层 得到
CH0282,第282章 注定的毁灭（十二）,3522,141,2,crisis,了。阵法展开，以西极院的百变千机大阵，就算是我等内外夹击，恐怕也没法打开。赵兄这趟可真是大手笔，连镇派之宝都拿出来护全大家。”身旁的一个派主微笑着恭维道。 “哪里，我西极院为主办者，自然各方面都力求最完善，大阵展开，也是最近听说安全问题有些不对，为了不干扰诸位雅兴，临时打开一日。”赵酯眼底闪过一丝寒光，面上依旧微笑道。,提升 推演 第 层 得到
CH0283,第283章 注定的毁灭（十三）,3412,142,1,crisis,本不足支撑他达到魔主层面。 要知道那可是连阴影之王也向往的顶级境界，他最强的全盛时期，也距离这个层次还有一步之遥。 这一步的距离，就是天差地别，难以想象的鸿沟。 但路胜完全不知道。 他只是本能的感觉魔气不够用了。 站起身，路胜视线死死盯住祭坛方向，从那个方向他感受到极其庞大的魔气，正从祭坛下的一个缺口漏洞源源不断涌出。,突破 提升 推演 第 层 成功 得到
CH0284,第284章 注定的毁灭（十四）,3477,142,2,open,恶魔不断浮出，一个，两个，三个，五个，十个，二十个…… 到最后，这些全部长在一起的豹头人身恶魔，居然盘成一个巨大的蛇盘，数十对眼睛盯住路胜。 “外来者，这里是魔渊，是贯穿一切，链接无数大地的魔渊，这几层都是我，古魔蛇豹莫努的领地！你居然胆敢侵入这里，肆意狩猎我的子民！”豹头人链接成的巨蛇盯着路胜，露出贪婪而凶残的神色。,突破 推演 强化 第 层 得到
CH0285,第285章 火焰（一）,3568,143,1,question,人，都知道元魔宗是依靠路胜才扭转局面。 而路胜，在加入之前还只是北地的一个帮派头目，甚至连百脉是什么都不知道。在这样的情形下，加入元魔宗，居然才几个月时间就达到了秘法中较高层次的修为。这等天才，不论是想要挖角的，还是将其视作威胁对手的，都会靠近过来打听消息。 六山子倒是岿然不动，只是不时实在不好不说话了，才发言说一句。,层
CH0286,第286章 火焰（二）,3476,143,2,crisis,形态……毕竟现在的魔元掌控力，进入那个状态很费力，可惜……” 嘶…… 猛然间，路胜庞大身躯轰然收缩，眨眼间便凝聚成一道只有三米多的身影。 “与我融为一体吧！！” 身影头部，一张狰狞巨口猛然张开，骤然膨胀为三十多米直径，一口朝蛇豹咬去。 蛇豹面色愕然甚至还没反应过来怎么回事，眼珠映照出那道越来越近的恐怖大嘴。 噗嗤！！！,层 得到
CH0287,第287章 火焰（三）,3450,144,1,crisis,嗝，猛地一吐。 哧的一下，一块漆黑色菱形晶体被他喷出来，晶体边上散发出如同触须般的卷曲魔气。 “这是……”路胜疑惑的抓起菱形晶体。 这是他吃掉蛇豹后，留在肚子里极少数不能被消化的物质。 他捏起晶体，拿近一些仔细研究。 唰！ 猛然间，晶体内一下睁开密密麻麻无数惨白眼睛。 数百只眼球陡然盯住路胜，就算是他，也心头微微一顿。,突破 提升 推演 融合 特效 强化 第 层 得到
CH0288,第288章 火焰（四）,3653,144,2,crisis,浮现着紫色烟气，将黑球包裹其中。 这是路胜刚才一刀斩下，这一层所有魔物死亡后残留的魔元。八首魔极道杀死生物后，都会转化其生命力化为魔元，只是如今路胜一刀杀死的魔物太多太多。 密密麻麻数百，上千的黑线不断飞来，落入他手心。 纯紫色岩浆之上，遮天蔽日的黑线万流归宗般汇聚到一点。汇聚到他右掌。 仿佛他便是掌握这一切的……神！,突破 提升 推演 融合 特效 第 层 得到
CH0289,第289章 火焰（五）,3536,145,1,crisis,一簇黑色半透明的晶体石柱。 声音便是从晶体石柱里传出来。 路胜还没弄清楚怎么回事，便听到身边的传道者纷纷欢呼起来，似乎巨蟹的到来带来了希望。 “大一点的魔怪？”路胜疑惑的打量着巨蟹，猛然伸出手，一把捏住对方巨钳。 咔嚓！ 一声巨响，巨钳完全来不及反应，就被他撕下来一个钳子。 巨蟹迅速反应过来，其余钳子狠狠朝着路胜夹去。,第 层 得到
CH0290,第290章 火焰（六）,3406,145,2,crisis,，地源之王。统治最深层的上层魔渊之王……” 一个庞大修长的身影缓缓从黑暗中走出。 那是一个上半身是人，下半身是巨型棕色章鱼触须的恐怖怪物。他的体型足有三十多米高，至少二十米宽。 “你……居然不逃？”路胜诡异的三瞳孔双眼盯住对方，露出诧异之色。 呼！！ 整个这一层洞窟地面，全部燃起紫色火焰。紫色火海瞬间将两者包裹在其中。,提升 第 层 得到
CH0291,第291章 火焰（七）,3453,146,1,crisis,深蓝色的雾气弥漫得到处都是，几乎将整个元魔宗都包裹在中央。就连最偏僻的次要暗道都被封锁住。 “夙离之云……这是夙离之云！居然……居然这么多！！？”上阳九礼终于认出了这些蓝色雾气是什么。 “该死！”她面色铁青，却没想到刚出虎口，又入龙穴。 “九礼大人……我们为何要这么惧怕雾气？直接冲过去不就好……”一名上阳家精锐不解道。,提升 第 层 得到
CH0292,第292章 火焰（八）,4088,146,2,crisis,阳极态，接近二十米的恐怖身躯，仿佛肉山一般，四条巨大手臂狠狠抓向还愣神中的乌云之王。 乌云之王还没来得及反应，便被四臂抓住。 嗷！！他痛苦的嚎叫着。一股庞大恐怖的力量瞬间传递到其身上。 嘶啦！！ 北氼庞大的体型居然一下被撕裂开来，血肉飞溅，蓝色云气爆炸。 整个秘术殿轰然垮塌，无数蓝色云气弥漫，转眼便将周围化为一片云海。,提升 推演 第 层 成功
CH0293,第293章 天下（一）,3417,147,1,reversal,跟上。 “路胜！”上阳九礼神色复杂，忽然叫住他。“如果你还能活着回来，来红沸宫。我在那等你！” 路胜头也不回，向后扬扬手，带人快步离开。 虽然没说什么，但能在这等危险关头带人前来找他一起走，路胜心头终究有些认同对方了。 原本他只是抱着一种利用态度利用上阳九礼，但对方在这等患难之际，还能不顾危险想到他，这就是真心对待了。,提升 层 得到
CH0294,第294章 天下（二）,3384,147,2,question,兵使……” “掌兵使……”宋子安瞳孔一缩，终于真正理解路胜所在的到底是什么层次了。 “是啊……掌兵使……魔王……”澪也不自觉的陷入沉默。其实还有一句话他没说。 在他能看到生物最强形态的现形之眼中，在看到路胜时，并不是之前那个庞大外形。 而是一道优雅，狰狞，恐怖的修长身影。那道身影身后弥漫的，是近乎无边无际的银色星空……,突破 第 层 得到
CH0295,第295章 天下（三）,3358,148,1,crisis,…钧老祖……”黄复缓缓的直起腰。 “恩？”上阳钧忽然感觉有些不对，迅速抬头朝着黄复看去。 这一看却是浑身一颤。 黄复依旧跪在地上，但双眼却是没了眼球，正不断流出灰白色如同牛奶般的大量液体。 液体急速从其脚下朝四周蔓延。 “不好！！”上阳钧猛然感觉不妙，伸手狠狠朝黄复抓去。 神兵力场骤然在他手边形成一圈圈黑白色符文链条。,突破 第 成功 得到
CH0296,第296章 天下（四）,3402,148,2,crisis,然一下没说得出话，心头一股气息没提得上来，就这么呆呆的站在原地。 等到路胜带人越过他，他才幡然清醒。 “谁杀了我老师六山子。自己滚出来。”路胜也懒得多想了，直接信步走向战场中央。 走进一边是阵法彩光，一边是魔气黑影，中间刚好有一小截空白的缓冲地段。 路胜脚步不停，步入其中，但他这一句话却是如同天雷般，骤然响遍整个战场。,融合 第 层 成功
CH0297,第297章 天下（五）,3441,149,1,crisis,在太大了点。 接近二十米的庞大身躯，光是脚趾头就能轻松碾死她。 虽然她从路胜身上看出了不少魔体的特征，但她压根就不敢相信。 展孔宁和展红声两兄妹也是目瞪口呆的盯着半空中的路胜。 从一米多的阴极态，变身成近二十米的巨大怪物，他们看到了全过程。展红声还好，之前有一点心理准备，展孔宁却是满脸呆滞，全然没了平日里沉稳淡定气质。,提升 第 层
CH0298,第298章 天下（六）,3428,149,2,reward,物了？ “那个……敢问……阁下的真正身份是……？”他迟疑了下，放低声音问道。 “我没有什么真实身份，我就是我，元魔宗首席路胜。只不过刚好特别契合元魔宗秘术罢了。一口气接连突破，达到如今境界。”路胜早就想好了怎么说。 “特别契合……难道说……您就是传说中和秘术契合度，达到完美层次的……”上阳钧似乎想到了什么，猛地睁大眼。,突破 晋升 层 成功 得到
CH0299,第299章 天下（七）,3400,150,1,crisis,染成暗红色，所有的一切都泛着腐朽和破败的气息。 正对着大门的建筑物，全部都门窗敞开，里面不时有黑影闪过。 “这里……就是曾经的西极院总部？”红坊白略微好奇道。 曾经她被学派驱逐追杀，如今却有机会来到学派中最强一脉的总部。就算是已经破败后的，这种感觉也难能可贵了。 “走吧，这里有很浓的魔气污染，你们跟紧点。”路胜平静道。,突破 推演 融合 第 层
CH0300,第300章 天下（八）,3361,150,2,reward,上。 “你……是什么时候……突破桎梏的……？” “很早。”路胜面色平静。“很早很早时候，我以为自己有问题，就没敢和老师说，只是后面发现完美契合，境界越修越快，修为越来越强，就知道不能被外人所了解。” “……真是辛苦……”六山子叹息一声。“你说你得到了其他七大魔体？” “这个已经誊抄好，随时准备给您送过来。”路胜缓缓道。,突破 第 层 得到
CH0301,第301章 火引（一）,3768,151,1,crisis,提升实力。” “那行！” “就在这里吧。”他微微放松一丝丝心智力场。 力场顷刻间压在四人一鬼身上。几人顿时两眼一翻，晕倒在地。 路胜面色不变，看向白面。 “人最难对付的，是他自己。不用担心。”所以他用混乱力场稍微压一压这几位，在元魔宗的诸多秘术中，稍微引导下，就能让几人进入和自己对决的精神梦境中。 这其实是很简单的事。,提升 融合 第 层
CH0302,第302章 火引（二）,3536,151,2,crisis,若满脸泪水，眼睛都哭肿了。她跪在地上一动不能动，听到路胜的声音后浑身一颤，缓缓扭过头。 “去吧。”路胜解开身上黑袍罩住上阳若，除非他想杀人，否则就算对方再诱人也没戏。 酮体被罩住后，他伸手一挥，顿时噼噼啪啪数声脆响，上阳若身上被设置的无形力量顿时被解除。 她迅速站起身，用黑袍裹紧身体，恨恨的看了眼路胜，转身便跑出房间。,突破 第 层 成功
CH0303,第303章 血脉（一）,3635,152,1,crisis,后，路胜原本还有些轻松的面容，此时已经彻底变得低沉起来。 “没想到……还会发生这等事……？”其实很早很早，他便对自己的身世有些猜疑。 虽然确实是毫无天赋的庸人一个，但修习元魔秘术后激发的一丝丝血脉之力，终归不是假的。 那一丝燃烧之力虽然很弱，顶多就够点个旱烟，或许下一代就会被彻底稀释到无法激发的地步，但终究是血脉之力。,第 层 成功 得到
CH0304,第304章 血脉（二）,3322,152,2,crisis,到哪去，其余应该一概不知。 这也是他提前赶回的目的之一，城中这几股气息都不弱，不至于因为他凡人帮主的身份就来拉拢他，所以这样更能看清他们的目的。 “如果目的不单纯，那就全部捏死。这一世的亲人除了养育自己的路家，其他的多了也只是费事，既然当初不要我，就没必要再来找我。”路胜对此看得很淡。比起血脉，他更看重相处和养育之恩。,突破 融合 层
CH0305,第305章 血脉（三）,3357,153,1,crisis,，其实就是她动用秘术造成。原本孙艳就算身体一般，但也不至于一场难产都不算的生育都撑不住，就体弱病死。 这根本就是秘术吸干了她身体精华，试图凝聚强化远光血脉，从而导致的灯枯油尽。 所以实际上是她害死了孙艳。 这个问题一出，路全安也略微紧张起来，仔细听着答案。 “我……我……”彻杏顿了顿，两次张嘴，都没能将后续的话说出口。,融合 强化 第
CH0306,第306章 血脉（四）,3479,153,2,crisis,莫测的三圣门还和自己有仇。 路胜不只是要迁徙路家，还要迁徙元魔宗，赤日门，赤鲸帮大部分人手，全部人一起离开。 大宋虽小，但中间惹的麻烦够多了。先避过魔灾再说。 路胜已经隐隐预感到，魔军似乎是一直在为魔主降临做准备。大宋即将成为魔灾最前线，这里不是久留之地。 更何况他一口气吞了那么多魔物魔王，万一被魔军发觉，那也是大仇。,融合 第 层
CH0307,第307章 秘辛（一）,3494,154,1,crisis,支援不到，局势恶劣之下，才爆发了他之前才看到的历史上恐怖惨案：魔渊末影。 诸多魔灵联手，开启魔渊，放出无量魔气，污染一切。导致大宋八成以上的国土灭绝，所有生灵被污染，沦为魔物。上千万生灵的灵魂痛苦扭曲，又进一步牵引了那个世界大门的开启……最终导致那一位恐怖存在的降临。 这一切的一切，其实源头只是这次的万妖宫之行而决定。,层 得到
CH0308,第308章 秘辛（二）,3385,154,2,crisis,灭之门。魔界之门通往魔界，痛苦之门通往一个充满痛苦之地，传说那里没有快乐，没有一切正面情绪。能够感受到的，只有痛苦。而最后的毁灭之门，我也不清楚。只是看过记载，大概知道那是打开就会释放毁灭的地方。那里有着一切的禁忌，传说当世间的某种物质，某种东西积累到一定程度时，就会有神秘存在觉醒，打开毁灭之门，净化一切，重塑一切。”,突破 提升 融合 特效 强化 第 层 成功
CH0309,第309章 秘辛（三）,3394,155,1,reversal, 路胜一愣。 “我想……不……” “不久之后。”安沙打断他道，“不久之后，我们还会再见。”她真诚的露出一个纯净完美的笑容。 路胜从未见过有人能笑得那么纯粹。看到笑容的瞬间，他仿佛置身于满是阳光的向日葵花海。 温暖，和熙，让人忍不住想要上前一把将其拥住。 没有再多说，路胜转身一步跨出，转眼便消失在原地，消失在地道拐弯处。,突破 第 层 得到
CH0310,第310章 秘辛（四）,3297,155,2,open,落在冰洋边的一片黑崖上。 灯塔下方还紧挨着一个小山庄，看样子似乎是专门负责灯塔的维护。 路胜借着夜色轻轻落到黑崖上，在距离小山庄还有数百米之外停了下来。 他稍微整理了下衣袍，快步朝着山庄走去。打算花钱借个地儿住一宿。能住温暖舒适的床榻，自然不愿意在野外将就。 山庄里点着温暖的灯光，两个包着厚实油纸的大灯笼不断随风摇晃。,层 成功 得到
CH0311,第311章 大阴（一）,3384,156,1,open,到这些人腰间统一挂着的一个牌子。 牌子上写着一个蚯蚓一样的怪异字符，字符颜色漆黑，边角尖锐，气势不凡。 路胜不认识这个字，他只是从猎户那里学到了基本的交流用语，只会基本口语，还没法彻底融入这里。 大阴比大宋强大许多许多，他曾经在典籍上看到过少许的描述。在大宋都有魔主镇国级存在出现，更别说大阴，镇国级肯定有，而且不会少。,第 层 得到
CH0312,第312章 大阴（二）,3543,156,2,reward,就算是夜路也不能阻挡这些年轻人的尚武之心。 另外还有一些牛车拉着不少童子，看来也是想要加入春阳派。 路胜从魔手书生那里得知，大阴王朝里，这样的情景很正常，所有人都尚武，就算是农家老汉都会几手庄稼把式，没练过的壮汉还不一定能打得过老人家。 正因为如此，所以三大宗门在大阴，不只是普通的武道门派，也更是无数人心中的武学圣地。,突破 提升 第 层
CH0313,第313章 猜测（一）,3364,157,1,crisis,，但此时现身，吴泉升却是无比感谢这冯远的及时雨。 原本因为对方要贿小气而坏印象，此时也眼看着变好起来。 冯远小眼睛四处一扫，顿时看到了林家公子身上的华丽服饰，马上明白油水上门。 “扰乱报名秩序，损害预备弟子安全，不行，嘿嘿嘿，这事有得查。”他走上前去，提起林家三公子，一边吆喝着几人过来接应，一边朝着春阳派的报名点回去。,第 层
CH0314,第314章 猜测（二）,3716,157,2,crisis,摇头淡淡道。 钟沅知道路胜脾气，也就不多说什么，自己闭目开始按照动作修习。 随着时间推移，渐渐的，路胜有些观察出名堂了。 随着澄空子能量反应中产生的细微变化，路胜一开始没看明白，但结合前世地球对宇宙的各种猜测和模型猜想，他猛然想到了一个可能…… “难道说……他们是在……！！？”陡然间，路胜似乎想到了什么，双目猛地睁大。,突破 第 层
CH0315,第315章 猜测（三）,3618,158,1,crisis,白了……”路胜点点头，“有麻烦，可以来春阳派找我。” “额……”吴泉升愣了下，马上便看到路胜转身离开院子，朝远处走去，他还想问到时候怎么找，春阳派那么多人…… 但路胜压根就没给他询问的机会，人影明明走得不快，但转眼便没影了。 回到春阳派，路胜也开始正式的修习朝阳一气功。 第二日一早，他便和众人一起，在山崖边上集体早课。,提升 第 层
CH0316,第316章 猜测（四）,3786,158,2,crisis,，光用真功修为大杀特杀，然后引起春阳派高层的注意后，最好将他选为第一弟子，送往上级宗门。这样也能接触更多的这里武道体系的秘密。 听说原本的第一弟子热门人选是春阳大长老的孙子，不过没办法，谁让他挡了自己的路。只好对不住了。 他可没空慢吞吞的在下面底层熬资历。 至于这个大长老会不会碍自己的事，路胜并不担心，碍事了弄死就是。,提升 第 层 成功
CH0317,第317章 目的（一）,3343,159,1,crisis,“什么月影中日影中，听不懂你在说什么，快点交人断手，别让我亲自动手，否则不小心弄死几个，别怪我没提醒你。”路胜有些不耐烦了。 林奇亚气得浑身一颤，胸口一闷差点吐血。月影宗可是最近的和春阳派齐名的武道宗门，可眼前这人居然…… “嘿嘿嘿！好大的口气！年轻人，就算李崇阳当面都不敢这么说话。” 忽然半空中一道苍老声音遥遥传来。,强化 层
CH0318,第318章 目的（二）,3514,159,2,crisis,“你倒是运气好，看到文大小姐出手围剿魔手书生，那可是不少派中弟子都想观赏的特殊交手。” “那我真是运气好了。”路胜远远看到有春阳派标记的马车靠过来，等着两人。知道自己这趟是真的引起春阳派上级注意了。 本来还打算把那个藏在石头堆里的年轻人干掉，不过现在也无所谓了。 区区一个虫子都算不上的小家伙，给他一千年都威胁不到自己。,层 得到
CH0319,第319章 顺利（一）,3401,160,1,reversal,什么事，可以来找我。能帮我会帮。”路胜淡淡道。 “还是路哥好，不像那个王允隆，整天阴测测的，不知道谁得罪过他一样。”张开荣不满道。 路胜又和两人随口聊了几句，便带人离开院子。 重新进到长老殿处，马上有人出来接待了他，并给了路胜一张单子，上边记录了他新划分到的住址，和每月可以领取的新物资份额。 路胜顺利入住那处新的别院。,第 层 得到
CH0320,第320章 顺利（二）,3692,160,2,question,城是一个郡里最繁华的主要城池，前往秋月郡，必定是由什么极其重要之事。 “是，是参加上宗选拔。你们一共三人，这里，对你们而言，终究还是太小了。先去见大长老吧。”非空子摇头道，面色复杂。 路胜点点头。眼中微光一闪，这也正是他原本的目的。春阳派的规模明显不足以让他这样的绝世天才放开手脚，尽快成长。 所以上边有这决定也属当然。,突破 提升 融合 强化 第 层 得到
CH0321,第321章 暗流（一）,3381,161,1,reversal,封印被毁了？”巨大人脸一愣，随即皱眉起来。“那个封印已经维持了五千年，我们和人族协议过，谁也不去触碰，到底怎么回事？怎么被毁的？你可知道，那里链接着的是什么地方？？那不只是魔渊的封印！” 卡菲露出一个无奈沮丧表情。 “我很遗憾陛下。解开封印的，是一个外表看起来像魔族的人类。我认为是修炼了魔道秘术融入了魔刃入体的人族。”,突破 层
CH0322,第322章 暗流（二）,3474,161,2,crisis,绝对鸿沟差异。 “表面上，我们这些节点者，都是从普通人中提升上来，但实际上，我们体内都或多或少有着神兵血脉的存在。”路胜隐隐已经分清楚了其中的关键。 普通人，只能成为饲料，只有血脉者，才能成为主人。大阴，更像是加强版的百脉学派。或者说，百脉学派，极有可能就是学的大阴王朝这种制度，可惜他们又没学到最精华的精气结界这一招。,提升 融合 第 层
CH0323,第323章 疑惑（一）,3311,162,1,reward,层的重视，获得足够多的资源倾斜。以便能迅速在真气这条路上走到高处。 “力量测试，开始。”测试者高声道了句。 路胜沉吟了下，接过测试长剑。 他之前表现出来的力量，就是拘级了，这已经是资质能够表露出的极限，再高就不正常了。速度的话，也只用拘级吧，一纹左右就很足够了。 “怎么？有难处么？”边上测试者见他没动静，疑惑的问了句。,第 层 成功 得到
CH0324,第324章 疑惑（二）,3591,162,2,reversal,些冷漠以外，那个徐督查真的是任何女子心目中最完美的男人形象。 “好不好嘛姐姐。”青青继续推她。 “好吧好吧……你先去躲好，姐姐一会就来找你。”费白绫无奈答应下来。 “那姐姐，青青先去藏好了哦？”费青青认真回答道。 费白绫吐了口气，随手丢掉手里的柳枝，回过头。 “咦？青青？”刚刚还在自己身后的费青青，此时忽然一下不见了。,突破 提升 层
CH0325,第325章 黑印寺（一）,3421,163,1,reversal,了解一些情况，纷纷用敬畏的眼神盯着队伍。 “我们这支车队居然和当朝大员一般，出行都是要常人退避。这排场倒是不错了。” 路胜仔细感应了身后几辆车，都是和他一样，有一个长老带着一个年轻人一起。 张世龙长老笑了笑。 “这个是特权，但也是我们的责任。我们秋月郡分宗，除了要负责筛选精英送入宗脉外，还有着负责郡城安全方面的责任。”,第 层
CH0326,第326章 黑印寺（二）,3679,163,2,crisis,如同飓风般的裂响，一道灰白仿佛龙卷的刀气狂涌而出。 庭院正前方的围墙骤然破碎，裂出一大块缺口。 路胜提着刀施施然从缺口走出去，很快朝着纸卷上标明的方向走去，消失在扬起的灰尘中。 就在几人离开后不久，一个个双眼瞎掉，眼角还流着血的黑衣僧人，低着头双手合十，快步从大殿内走出来。 僧人分成两队，分别从围墙缺口和拱门方向追去。,第 层
CH0327,第327章 泄漏（一）,3503,164,1,crisis,路胜快速转动移位。 唰唰唰几下，十多名黑僧炸开化为黑水，然后从路胜身后凝聚扑下，双手掌刀全力看向他后方。 其余黑僧疯狂扑上去，狠狠将路胜抱住，包裹成一个大肉球。 就在这时，检查者下巴微微朝宝石方向示意了下。陡然间，宋都从一侧角落里冲出来，迅速将雕塑额头的蓝宝石挖出，然后冲检查者点点头，拔腿就跑。很快便消失在接到巷子里。,第 层
CH0328,第328章 泄漏（二）,3528,164,2,crisis,着疲惫和无奈。 “一定。”路胜点头。 “去吧，出去放松下，美酒，美姬，赌博，厮杀，一切你想要的，都不要束缚自己。否则时间久了，你会越来越扭曲。”铠甲人提醒。 “我明白……”路胜点头。他忽然明白大阴的重心在哪了。外界的开拓探索都搞不完，更别说魔帝的牵制，整个大阴的军力一直都处于不够用的状态。自然也没力量去入侵周边大国了。,第
CH0329,第329章 泄漏（三）,3596,165,1,crisis,脉，都是无底洞，需要消耗的资源和金钱常人几乎难以想象。而一般人的肉身强度和恢复速度，也达不到植入神兵碎片的程度，首先要达到一定修为高度，还要本身就是血脉者体质，再次再用大量天材地宝强化滋养到一定高度。 植入碎片之后，每隔几个月，还需要大量的特殊资源抵消排异反应。消耗之恐怖，一般小家族顶多供养一两人，就可能会被拖垮破产。,提升 强化 层 成功
CH0330,第330章 泄漏（四）,3383,165,2,crisis,间弯曲，折断，如同被无形大手捏住腰身，一把扯走。 整个精气柱从弯曲到瞬间飞走，只用了一息不到的时间，便消失得无影无踪。 “……” 啪。 地面岩石炸裂开道道裂缝。 苏狞扉缓缓站起身，面无表情。 “看来是我很久没有行走在世间，让很多人忘了当年的痛苦。”她往前踏出一步，下身从黑裙中伸出，却根本不是腿，赫然是无数灰黑狰狞树根。,突破 提升 特效 第 层
CH0331,第331章 永眠（一）,3442,166,1,crisis,未有的千年功力境界后，身体强度和活性就已经被提升到了一个恐怖境界。 可以毫不夸张的说，路胜的一滴血，都可能疯狂吞噬腐蚀掉普通拘级的黑膜。 内功气液，硬功外道，不只是强化了他的肉身这么简单。其他拘级，虽然也有超速再生，剧毒和绝对防御等能力，但身体的真正本质活性，是没有达到这个地步的。 他们只是依靠的黑膜之力。但路胜不同。,提升 强化 第 层
CH0332,第332章 永眠（二）,3412,166,2,reversal,己底细暴露了。 “此事……说来话长。”张世龙无奈道。 “还是我亲自来说吧。”陈宗主上前一步，朗声道。他身边那个万宗主已经开始双手拉出一道道绿光锁链，将这里四周都一处处用锁链封锁起来。 “如果我没猜错的话，路师弟所拜的老师，应该就是传说中因为一次意外才加入我千阳宗的那一位。” “那一位？”路胜无语，能不能不要这么卖关子。,层 得到
CH0333,第333章 永眠（三）,3423,167,1,question,才在路边走了没几步，便感觉到有或明或暗大量的视线从各个方向投射过来。 好在陈宗主似乎并没有声张出去什么，很快因为大动静引来的打探探子，慢慢减少消失。更多的是转移到了其他人身上调查。 路胜再在城里转悠了几圈，很快便利用自己的隐藏气息优势，轻松甩掉所有跟屁虫。 之后他先去药材店买了些必备药物，再到制符店买了些简易制符书籍。,强化 第 层
CH0334,第334章 永眠（四）,3446,167,2,crisis,银铃般轻笑。“我们还会见面的。” 路胜有些摸不清楚这女孩跑来是干嘛的？要说是她催动检查者袭击自己的，那还不至于，三大宗相互竞争相互扶持，但不至于相互厮杀。一旦被发现，这可是等同于叛逆的大罪。 目送着少女离去，路胜活动了下身体，回到马车把东西带起，还得早点回去修习大日明光功。 他可没工夫和这小地方的小女孩玩什么猜谜游戏。,突破 提升 第 层 成功 得到
CH0335,第335章 遗忘（一）,3310,168,1,reversal,。大量精气源源不断被其吸入，从头顶灌注而下，精气中一条金线缓缓流转游动。 大阴的天才，也不像大宋这么稀少，只要进度稍微稳妥隐蔽些，不太夸张，应该没问题。 他注意力迅速聚集到大日明光功上。 “提升到第一层。”路胜开始凝视方框。 片刻后。 嘶…… 大日明光功的方框缓缓模糊起来，数息之后，方框恢复清晰，路胜面上金色一闪即逝。,提升 特效 第 层
CH0336,第336章 遗忘（二）,3807,168,2,crisis,很快锁定了源头。 后面那个大宅院，似乎是一个姓费的大族所有。 路胜重新闭上眼，“算了，反正我对环境也不是很在乎。” 重新深吸一口气，一口精气继续灌注下来。带着恶臭和砂砾杂质。 路胜瞬间顿住了。 重新睁开眼，他站起身。 “明天就清空周围所有住户。方圆两百米内，谁敢住进来我他么就弄死谁！” 嘭！ 他转身进了卧房，睡觉去了。,第 层 统管
CH0337,第337章 遗忘（三）,3517,169,1,reversal,个一人高的木马。” 这上边全是小孩子歪歪扭扭的字迹。 “嘻嘻嘻……”忽然路胜身后传来阵阵嬉笑声，像是有不少小孩在笑。 他猛地回过身，看到身后不知什么时候站了一个小孩子。 是个小男孩。 他面色铁青，脸上带着灿烂的笑容，双眼直直的盯着路胜。 “你……”路胜刚想问话，便突然一愣，在他眼前的小男孩就在他眨眼的瞬间，淡化消失了。,第
CH0338,第338章 遗忘（四）,4175,169,2,crisis,开。无数碎石炮弹般飞溅开来，狠狠撞在后面的房门上。 “所以说，我讨厌迷宫。”一道魁梧身影提着把冒着白烟的剑，缓缓走进围墙缺口。 人影赤着上身，一身肌肉如同扭曲的千年树根，盘根错节，弥漫着钢铁般的金属光泽。 最为惹眼的是，这人身上有着大量血红色网状花纹，这些花纹在黑暗中泛着清晰而血腥的残忍光晕。仿佛一条条攀爬的吸血线虫。,层 得到
CH0339,第339章 遗忘（五）,3578,170,1,reversal,记事本上被撕了很多页，就只有最新的一页上，写着一行小字，字迹潦草，明显是仓促写上去。 路胜随手将本子丢给身后的费白绫，开始在四处转悠起来。 书架上一排排的书籍覆盖了厚厚白灰，他随意从中抽出一本，封面印着：《海难三十六大事件》。 路胜皱了皱眉，又换了本书抽出来。 《季风与洋流》。 接连换了好几本，都是和海洋航行有关的书。,层
CH0340,第340章 遗忘（六）,3524,170,2,crisis,手腕上一划，整个手掌就像熟透了的桃子，轻松便掉落下来。 紧接着，路胜右掌的断裂处，血肉飞速编制生长，在一阵稀里哗啦的轻响中，不到五息，一只全新的手掌出现在路胜身上。 “居然能对我的肉身也能刺伤……真是不得了了。”路胜很有兴趣的盯着三人手上的匕首。 至于被切断的手掌，这种东西如果他愿意，一个时辰内长出一百只手掌都没问题。,
CH0341,第341章 功法与奴仆（一）,3658,171,1,crisis,仔细给路胜讲解其中奥妙。 “我明白。”路胜点头。 “我说这些，是因为你的资料已经引起上宗注意了，秋月郡直属的上宗，是莫凌府千阳宗，那边已经正式对你传出调令。你挑选好辅修功法后，等调令抵达就可以启程了。”陈静之解释道。“当然你也可以选择留下来，就在秋月郡，但这不是好的选择，这里太小太弱，没有真灵塔，对你的成长限制太大。”,第 层
